,name_res,img_link,food_link,favorite_tag,is_quality_mer,address,promotion
514,Gà Rán Chicken Plus - Tô Ký,https://images.foody.vn/res/g116/1156168/prof/s280x175/foody-upload-api-foody-mobile-27-bc052543-221117191732.jpeg,https://shopeefood.vn/ho-chi-minh/ga-ran-chicken-plus-to-ky,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"30/24 Tô Ký, X. Thới Tam Thôn, Hóc Môn, TP. HCM",Giảm món
515,Uncle Lu's Cheesecake - Sư Vạn Hạnh,https://images.foody.vn/res/g77/761092/prof/s280x175/foody-upload-api-foody-mobile-an-d42cffe2-210524121553.jpeg,https://shopeefood.vn/ho-chi-minh/uncle-lu-s-cheesecake-su-van-hanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"652 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",Giảm món
516,Chiang Rai - Món Thái - Luỹ Bán Bích,https://images.foody.vn/res/g100003/1000025944/prof/s280x175/foody-upload-api-foody-mobile-co-02b4c14a-210829103022.jpeg,https://shopeefood.vn/ho-chi-minh/chiang-rai-mon-thai-luy-ban-bich.rzvoej,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"710/5 Lũy Bán Bích, P. Tân Thành, Tân Phú, TP. HCM",Giảm hết 10%
517,Bánh Tráng Lụi Sốt Mắm Me,https://images.foody.vn/res/g73/727101/prof/s280x175/file_restaurant_photo_nljn_16492-5699e79e-220406144551.jpeg,https://shopeefood.vn/ho-chi-minh/banh-trang-lui-sot-mam-me,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"43 Đường D11, P. Tây Thạnh, Tân Phú, TP. HCM",Giảm món
518,Huy Trang - Cháo & Gỏi Vịt - Đại Lộ 2,https://images.foody.vn/res/g100001/1000000821/prof/s280x175/foody-upload-api-foody-mobile-8a-ae2bfab7-230331141819.jpeg,https://shopeefood.vn/ho-chi-minh/huy-trang-chao-goi-vit-dai-lo-2.n39krd,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"78B Đại Lộ 2, P. Phước Bình, Thành Phố Thủ Đức, TP. HCM",Giảm hết 10%
519,T-Bros - Burrito & More - Nguyễn Văn Đậu,https://images.foody.vn/res/g100007/1000064113/prof/s280x175/file_25d22359-1fa0-4218-88cb-19b-fcad6f8f-230328222602.jpeg,https://shopeefood.vn/ho-chi-minh/t-bros-burrito-and-more-nguyen-van-dau.8vri4r,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"158/38A Nguyễn Văn Đậu, P. 7, Bình Thạnh, TP. HCM",Giảm món
520,Cô Thúy - Bánh Tráng Trộn Muối Tỏi - 234/4/2 Nguyễn Văn Đậu,https://images.foody.vn/res/g103/1027863/prof/s280x175/file_restaurant_photo_kk9l_16487-03530f70-220331163620.jpeg,https://shopeefood.vn/ho-chi-minh/co-thuy-banh-trang-tron-muoi-toi-234-4-2-nguyen-van-dau,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"234/4/2 Nguyễn Văn Đậu, P. 11, Bình Thạnh, TP. HCM",Giảm món
521,"Trà Sữa, Bánh Đồng Xu & Hotdog XuCha - Đường Số 29",https://images.foody.vn/res/g100004/1000035619/prof/s280x175/foody-upload-api-foody-mobile-re-e5d0338e-230727091648.jpeg,https://shopeefood.vn/ho-chi-minh/tra-sua-banh-dong-xu-hotdog-xucha-duong-so-29,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"50 Đường Số 29, P. Cát Lái, Thành Phố Thủ Đức, TP. HCM",Giảm món
522,Chè Hà Trâm,https://images.foody.vn/res/g25/246428/prof/s280x175/file_restaurant_photo_n07z_16111-346fe6ee-210120171554.jpeg,https://shopeefood.vn/ho-chi-minh/che-ha-tram,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"C200/8 Xóm Chiếu, P. 14, Quận 4, TP. HCM",Giảm hết 10%
523,Trà Sữa Đồ Mặp - Ăn Vặt & Trà Sữa,https://images.foody.vn/res/g116/1150545/prof/s280x175/file_restaurant_photo_lzh2_16631-1b143c2e-220914141646.jpg,https://shopeefood.vn/ho-chi-minh/tra-sua-do-map-an-vat-tra-sua,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"29/4A Tân Xuân 4, X. Tân Xuân, Hóc Môn, TP. HCM",Giảm món
524,"Ăn Vặt Cat Moon - Sinh Tố, Nước Ép & Chân Gà Sả Tắc",https://images.foody.vn/res/g100005/1000045852/prof/s280x175/file_restaurant_photo_ggbp_16461-380394ea-220301093219.jpeg,https://shopeefood.vn/ho-chi-minh/an-vat-cat-moon-sinh-to-nuoc-ep-chan-ga-sa-tac,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"265 Nguyễn Thái Sơn, P. 7, Gò Vấp, TP. HCM",Giảm món
525,Bún Thịt Nướng Anh Ba,,https://shopeefood.vn/ho-chi-minh/bun-thit-nuong-anh-ba,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"126 Lê Văn Sỹ, P. 10, Phú Nhuận, TP. HCM",Giảm món
526,Mì Trộn & Trà Sữa Nancy - Đường Số 1,,https://shopeefood.vn/ho-chi-minh/mi-tron-tra-sua-nancy-duong-so-1,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"81 Đường Số 1, KP. 2, P. Tân Kiểng, Quận 7, TP. HCM",Giảm món
527,Mì Trộn Siêu Ngon - Tóp Mỡ Trứng Lòng Đào - Đường số 9,,https://shopeefood.vn/ho-chi-minh/mi-tron-sieu-ngon-top-mo-trung-long-dao-duong-so-9,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"76 Đường số 9, P. Hiệp Bình Phước, Thành Phố Thủ Đức, TP. HCM",Giảm món
528,"Trà Chanh 30s Q7 - Trà Chanh, Trà Dưa Lưới & Trà Sữa - 89 Lê Thị Chợ",,https://shopeefood.vn/ho-chi-minh/tra-chanh-30s-q7-tra-chanh-tra-dua-luoi-tra-sua-sua-nuoc-ep-tra-trai-cay-89-le-thi-cho.wvhuxl,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"Chung Cư Lacasa, P. Phú Mỹ , Quận 7, TP. HCM",Giảm món
529,Tiệm Bánh Ngũ Phúc - Bánh Mì Phô Mai Bơ Tỏi & Bông Lan Phô Mai Trứng Muối,,https://shopeefood.vn/ho-chi-minh/tiem-banh-ngu-phuc-banh-mi-pho-mai-bo-toi-bong-lan-pho-mai-trung-muoi,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"103 Gò Công, P. 13, Quận 5, TP. HCM",Giảm món
530,Gà Nướng Muối Ớt Cherry - Nơ Trang Long,,https://shopeefood.vn/ho-chi-minh/ga-nuong-muoi-ot-cherry-no-trang-long,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"311/22 Nơ Trang Long, P. 13, Bình Thạnh, TP. HCM",Giảm món
531,Tiệm Bánh Kem Bảo Linh - Nguyễn Hữu Cầu,,https://shopeefood.vn/ho-chi-minh/tiem-banh-kem-bao-linh-nguyen-huu-cau,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"9 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",Giảm món
532,Giò Chả Tường Vy,,https://shopeefood.vn/ho-chi-minh/gio-cha-tuong-vy,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"251/6 Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",Giảm món
533,"Yến Nhi - Trà Sữa, Sinh Tố & Ăn Vặt - Tân Hoà Đông",,https://shopeefood.vn/ho-chi-minh/yen-nhi-tra-sua-sinh-to-an-vat-tan-hoa-dong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"297/2 Tân Hoà Đông, P. Bình Trị Đông, Bình Tân, TP. HCM",Giảm món
534,Sinh Tố MIX - Nguyễn Thị Minh Khai,,https://shopeefood.vn/ho-chi-minh/sinh-to-mix-nguyen-thi-minh-khai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"25/10 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",Giảm hết 30%
535,Sushi Buffet Kunimoto,,https://shopeefood.vn/ho-chi-minh/kunimoto-sushi-ramen,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"65 Trần Não, P. Bình An, Thành Phố Thủ Đức, TP. HCM",Giảm món
536,Bếp Sạch 3 Miền - Ăn Vặt Sạch - Võ Văn Kiệt,,https://shopeefood.vn/ho-chi-minh/bep-sach-3-mien-an-vat-sach-vo-van-kiet,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"328 Võ Văn Kiệt,P. Cô Giang, Quận 1, TP. HCM",Giảm món
537,Nhà Mẹ Tom - Hột Gà Nướng & Trà Tắc Mật Ong,,https://shopeefood.vn/ho-chi-minh/nha-me-tom-hot-ga-nuong-tra-tac-mat-ong,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"154/17 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",Giảm món
538,RiChii - Cơm Gà Sốt - Đường Số 6,,https://shopeefood.vn/ho-chi-minh/richii-com-ga-sot-duong-so-6,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"14A Đường Số 6, P. An Lạc A, Bình Tân, TP. HCM",Giảm món
539,Mix Juice - Nước Ép Tươi - 2/24 Cô Giang,,https://shopeefood.vn/ho-chi-minh/mix-juice-nuoc-ep-tuoi-2-24-co-giang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"2/24 Cô Giang, P. 2, Bình Thạnh, TP. HCM",Giảm món
540,MIN COFFEE - 54 Đường 32,https://images.foody.vn/res/g100007/1000062321/prof/s280x175/file_22539dff-0184-40a5-bb9a-64b-aea758f4-230217104247.jpeg,https://shopeefood.vn/ho-chi-minh/min-coffee-ca-phe-va-tra-54-duong-so-32.ynyosr,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"54 Đường Số 32, P. Tân Phong, Quận 7, TP. HCM",Giảm món
541,CÔ BA FAST FOOD - Thức Ăn Nhanh - Phú Thọ Hoà,https://images.foody.vn/res/g100007/1000064521/prof/s280x175/file_64caf50a-db25-491e-ae14-e66-f387ee42-230407140402.jpeg,https://shopeefood.vn/ho-chi-minh/co-ba-fast-food-thuc-an-nhanh-phu-tho-hoa.rpmzbw,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"466/3/34 Đường Phú Thọ Hoà, P. Phú Thọ Hòa, Tân Phú, TP. HCM",Giảm món
542,Miến Cua - Lê Văn Lương,https://images.foody.vn/res/g113/1123188/prof/s280x175/file_restaurant_photo_1m1e_16461-80302319-220301222612.jpeg,https://shopeefood.vn/ho-chi-minh/mien-cua-le-van-luong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1025 Lê Văn Lương, X. Phước Kiển, Nhà Bè, TP. HCM",Giảm món
543,Trà Đêm 126 - Trà Dâu Trà Sữa - Nguyễn Thị Minh Khai,https://images.foody.vn/res/g104/1035981/prof/s280x175/foody-upload-api-foody-mobile-an-136e46d7-230715085257.jpeg,https://shopeefood.vn/ho-chi-minh/tra-dem-126-tra-dau-tra-sua-nguyen-thi-minh-khai,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"382/21 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",Giảm món
544,Bánh Canh Ghẹ Đỏ Đen - Bánh Canh & Bún - 796/1 Lê Đức Thọ,https://images.foody.vn/res/g102/1018296/prof/s280x175/foody-upload-api-foody-mobile-30-200409105859.jpg,https://shopeefood.vn/ho-chi-minh/banh-canh-ghe-do-den-banh-canh-bun-796-1-le-duc-tho,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"796/1 Lê Đức Thọ, P. 15, Gò Vấp, TP. HCM",Giảm món
545,Heekcaa Tea & Coffee - Lê Đức Thọ,https://images.foody.vn/res/g108/1070608/prof/s280x175/foody-upload-api-foody-mobile-cv28-210325111454.jpg,https://shopeefood.vn/ho-chi-minh/heekcaa-tea-coffee-le-duc-tho,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"1414 Lê Đức Thọ, P. 13, Gò Vấp, TP. HCM",Đồng giá 35k
546,Lẩu Gà Lá É Thanh Ngộ Phú Yên - Trần Hưng Đạo B,https://images.foody.vn/res/g117/1163861/prof/s280x175/foody-upload-api-foody-mobile-co-698cd50a-230308163632.jpeg,https://shopeefood.vn/ho-chi-minh/lau-ga-la-e-thanh-ngo-phu-yen-tran-hung-dao-b,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"213 Trần Hưng Đạo B, P. 10, Quận 5, TP. HCM",Giảm món
547,Chân Gà Ngâm Sả Tắc - Đường 21,https://images.foody.vn/res/g116/1155486/prof/s280x175/foody-upload-api-foody-mobile-sg-3cf13183-230204082546.jpeg,https://shopeefood.vn/ho-chi-minh/chan-ga-ngam-xa-tac-duong-21,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"54/8 Đường 21, P. 8, Gò Vấp, TP. HCM",Giảm hết 10%
548,Cơm Tấm Cali - Nguyễn Huệ,https://images.foody.vn/res/g14/133117/prof/s280x175/foody-upload-api-foody-mobile-4-190620145656.jpg,https://shopeefood.vn/ho-chi-minh/com-tam-cali-12-nguyen-hue,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"48 Nguyễn Huệ, P. Bến Nghé, Quận 1, TP. HCM",Giảm món
549,Út Ăn Vặt - Chân Gà - Phan Sào Nam,https://images.foody.vn/res/g100004/1000036613/prof/s280x175/file_b9f84074-21a0-4836-a45a-2ea-43341f96-211105174815.jpeg,https://shopeefood.vn/ho-chi-minh/ut-an-vat-chan-ga-phan-sao-nam.q52jlp,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"66/16a Phan Sào Nam, P. 11, Tân Bình, TP. HCM",Giảm món
550,Hany Food - Chân Gà Sốt Chua Cay,https://images.foody.vn/res/g100/999669/prof/s280x175/file_restaurant_photo_z0zx_16142-cdda06c7-210226012732.jpg,https://shopeefood.vn/ho-chi-minh/hany-food-chan-ga-sot-chua-cay,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"60/42 Nguyễn Khuyến, P. 12 , Bình Thạnh, TP. HCM",Giảm món
551,Ăn Vặt Mẹ Thóc - Gà Ủ Muối & Ăn Vặt,https://images.foody.vn/res/g116/1150252/prof/s280x175/file_restaurant_photo_7ygv_16641-0b31574a-220925233744.jpg,https://shopeefood.vn/ho-chi-minh/an-vat-me-thoc-ga-u-muoi-an-vat,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"32/53/58 Huỳnh Văn Chính, P. Phú Trung, Tân Phú, TP. HCM",Giảm hết 10%
552,Milano Coffee - Lê Đại Hành,https://images.foody.vn/res/g70/692723/prof/s280x175/file_restaurant_photo_9crv_16379-b337f388-211126184753.jpg,https://shopeefood.vn/ho-chi-minh/milano-coffee-le-dai-hanh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"71 Lê Đại Hành, P. 6, Quận 11, TP. HCM",Giảm hết 10%
553,Gà Ta Tam Kỳ Gia Bảo,https://images.foody.vn/res/g77/769336/prof/s280x175/foody-upload-api-foody-mobile-foody-mobile-1-jpg-3-191022144722.jpg,https://shopeefood.vn/ho-chi-minh/ga-ta-tam-ky-gia-bao-com-ga-xoi-mo,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"507C Tân Hòa Đông, P. Bình Trị Đông, Bình Tân, TP. HCM",Giảm món
554,lab Cake - Bánh Ngọt - Bắc Hải,https://images.foody.vn/res/g100003/1000026383/prof/s280x175/file_7d643d33-ef89-4dbe-85bf-031-2f22480a-210531113016.jpeg,https://shopeefood.vn/ho-chi-minh/lab-cake-banh-ngot-bac-hai.wgmkb9,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"190 Bắc Hải, P. 15, Quận 10, TP. HCM",Giảm hết 10%
555,Quán Kim - Cơm Tấm,,https://shopeefood.vn/ho-chi-minh/quan-kim-com-tam,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"43 Lã Xuân Oai, P. Tăng Nhơn Phú A, Thành Phố Thủ Đức, TP. HCM",Giảm món
556,Gà & Vịt Quay Lu A Cường - Thống Nhất,,https://shopeefood.vn/ho-chi-minh/ga-vit-quay-lu-a-cuong-thong-nhat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"14K Thống Nhất, P. Bình Thọ, Thành Phố Thủ Đức, TP. HCM",Giảm món
557,Trà Sữa Fivetents - Phạm Văn Xảo,,https://shopeefood.vn/ho-chi-minh/tra-sua-fivetents-pham-van-xao,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"38 Phạm Văn Xảo, P.Phú Thọ Hòa, Tân Phú, TP. HCM",Giảm món
558,Royal Seafood - Súp Bào Ngư Vi Cá & Hải Sâm Đại Bổ - 455 Phạm Văn Đồng,,https://shopeefood.vn/ho-chi-minh/royal-seafood-sup-bao-ngu-vi-ca-hai-sam-dai-bo-455-pham-van-dong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"455 Phạm Văn Đồng, P. 13, Bình Thạnh, TP. HCM",Giảm hết 10%
559,Royal Seafood - Súp Bào Ngư Vi Cá & Hải Sâm Đại Bổ - 451 Phạm Văn Đồng,,https://shopeefood.vn/ho-chi-minh/royal-seafood-sup-bao-ngu-vi-ca-hai-sam-dai-bo-451-pham-van-dong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"451 Phạm Văn Đồng, P. 13, Bình Thạnh, TP. HCM",Giảm hết 10%
560,Royal Seafood - Súp Bào Ngư Vi Cá & Hải Sâm Đại Bổ - 457 Phạm Văn Đồng,,https://shopeefood.vn/ho-chi-minh/royal-seafood-sup-bao-ngu-vi-ca-hai-sam-dai-bo-457-pham-van-dong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"457 Phạm Văn Đồng, P. 13, Bình Thạnh, TP. HCM",Giảm hết 10%
561,"Bi Bắp - Mì Xào, Bắp Nướng & Cá Viên Chiên",,https://shopeefood.vn/ho-chi-minh/bi-bap-mi-xao-bap-nuong-ca-vien-chien,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"226/56 Nguyễn Văn Lượng, P. 17, Gò Vấp, TP. HCM",Giảm món
562,Ăn Vặt Và Bún Đậu Mắm Tôm Ngọc Chi - Đường Số 7,,https://shopeefood.vn/ho-chi-minh/an-vat-va-bun-dau-mam-tom-ngoc-chi-duong-so-7,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"26/65 Đường Số 7, P. 3, Gò Vấp, TP. HCM",Giảm món
563,DODO PIZZA - Trần Hưng Đạo,,https://shopeefood.vn/ho-chi-minh/dodo-pizza-pizza-tran-hung-dao,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",Giảm món
564,Phố Spaghetti - Mì Ý Sốt Kem & Mì Ý Sốt Bò Bằm,,https://shopeefood.vn/ho-chi-minh/pho-spaghetti-mi-y-sot-kem-mi-y-sot-bo-bam,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"535/8 Thống Nhất, P. 16, Gò Vấp, TP. HCM",Giảm món
565,Bà Dú Quán - Mì Xào & Nui Xào,,https://shopeefood.vn/ho-chi-minh/ba-du-quan-mi-xao-nui-xao,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"214/19/1C Nguyễn Văn Nguyễn, P. Tân Định, Quận 1, TP. HCM",Giảm món
566,Cơm Gà Nha Trang - 450/24/4 Nguyễn Xiển,,https://shopeefood.vn/ho-chi-minh/com-ga-nha-trang-nguyen-xien,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"450/24/4 Nguyễn Xiển, P. Long Thạnh Mỹ, Thành Phố Thủ Đức, TP. HCM",Giảm món
567,Cơm Văn Phòng Hồng,,https://shopeefood.vn/ho-chi-minh/com-van-phong-hong,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"2K Bình Giã, P. 13, Tân Bình, TP. HCM",Giảm món
568,Fine Food - Thịt Bò & Heo Nhập Khẩu - Đường 15,,https://shopeefood.vn/ho-chi-minh/fine-food-thit-bo-heo-nhap-khau-duong-15,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"Số 14, Đường 15, KP. 6, P. Hiệp Bình Chánh, Thành Phố Thủ Đức, TP. HCM",Giảm món
569,Cô Năm - Bánh Tráng Trộn & Sinh Tố - 84 Lê Thị Hồng,,https://shopeefood.vn/ho-chi-minh/co-nam-banh-trang-tron-sinh-to-84-le-thi-hong,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"84 Lê Thị Hồng, P. 7, Gò Vấp, TP. HCM",Giảm món
570,Lines Milktea & Coffee - Ba Đình,https://images.foody.vn/res/g117/1168730/prof/s280x175/foody-upload-api-foody-mobile-19-a26bca9f-230423082157.jpeg,https://shopeefood.vn/ho-chi-minh/lines-milktea-coffee-ba-dinh,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"66 Ba Đình, P. 10, Quận 8, TP. HCM",Giảm hết 30%
571,"Tá Lả - Ăn Vặt, Mì Xào, Cơm Chiên & Sinh Tố - Dương Quảng Hàm",https://images.foody.vn/res/g100001/1000000241/prof/s280x175/image-1e93bc8c-200908105705.jpeg,https://shopeefood.vn/ho-chi-minh/ta-la-an-vat-mi-xao-com-chien-sinh-to-duong-quang-ham,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"254/48 Dương Quảng Hàm, P. 5, Gò Vấp, TP. HCM",Giảm món
572,Nui Xào Sườn - Cơm Chiên - Trà Sữa Bếp Nhà Ánh Dương - Tân Hoà Đông,https://images.foody.vn/res/g100006/1000056356/prof/s280x175/foody-upload-api-foody-mobile-57-d557a421-221227091014.jpeg,https://shopeefood.vn/ho-chi-minh/nui-xao-suon-com-chien-tra-sua-bep-nha-anh-duong-bep-nha-anh-duong-tan-hoa-dong.juhzfk,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"379/3/1B Tân Hoà Đông, P. Bình Trị Đông, Bình Tân, TP. HCM",Giảm món
573,Bún Thịt Nướng Mai Thị,https://images.foody.vn/res/g107/1067966/prof/s280x175/file_restaurant_photo_ehlw_16408-86bf58eb-211230101437.jpeg,https://shopeefood.vn/ho-chi-minh/bun-thit-nuong-mai-thi,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"16/27B Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",Giảm món
574,Bà Tư - Cơm Sườn Cây - Đinh Tiên Hoàng,https://images.foody.vn/res/g94/936465/prof/s280x175/foody-upload-api-foody-mobile-yuyu-190715110332.jpg,https://shopeefood.vn/ho-chi-minh/ba-tu-com-suon-cay-dinh-tien-hoang,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"26/4C Đinh Tiên Hoàng, P. 1, Bình Thạnh, TP. HCM",Giảm món
575,"BÚN THÁI, BÚN MẮM & LẨU - Đặng Văn Bi",https://images.foody.vn/res/g116/1150779/prof/s280x175/foody-upload-api-foody-mobile-hq-c0f67001-221021173940.jpeg,https://shopeefood.vn/ho-chi-minh/bun-thai-bun-mam-lau-dang-van-bi,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"232/7 Đặng Văn Bi, P. Bình Thọ, Thành Phố Thủ Đức, TP. HCM",Giảm món
576,Mia Noodles - Mì Trộn - Shop Online,https://images.foody.vn/res/g100007/1000062216/prof/s280x175/file_643ddd41-5e54-450e-b445-994-d0457e91-230212181347.jpeg,https://shopeefood.vn/ho-chi-minh/mia-noodles-mi-tron-shop-online,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"146/13 Gò Xoài, P. Bình Hưng Hòa A, Bình Tân, TP. HCM",Giảm món
577,Như Ý - Cá Viên Chiên & Trà - Nguyễn Văn Lượng,https://images.foody.vn/res/g100005/1000046908/prof/s280x175/file_restaurant_photo_jpkf_16454-7682d262-220221131238.jpeg,https://shopeefood.vn/ho-chi-minh/nhu-y-ca-vien-chien-tra-nguyen-van-luong.zhdr7h,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"226/56bis Nguyễn Văn Lượng, P. 17, Gò Vấp, TP. HCM",Giảm món
578,"Vĩnh Ký Mì Gia - Mì Vịt Tiềm, Gà Ác Tiềm & Hoành Thánh",https://images.foody.vn/res/g116/1158280/prof/s280x175/foody-upload-api-foody-mobile-co-f17c133d-221212095809.jpg,https://shopeefood.vn/ho-chi-minh/vinh-ky-mi-gia-mi-vit-tiem-ga-ac-tiem-hoanh-thanh,Yêu thích,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"91 Nguyễn Văn Lạc, P. 19, Bình Thạnh, TP. HCM",Giảm món
579,TocoToco Bubble Tea - Vành Đai Tây,https://images.foody.vn/res/g94/931447/prof/s280x175/image-8650b1e3-220627213447.jpg,https://shopeefood.vn/ho-chi-minh/tocotoco-bubble-tea-vanh-dai-tay,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"101 - 79 Vành Đai Tây, P. Bình An, Thành Phố Thủ Đức, TP. HCM",Giảm món
580,Lan Rừng - Sinh Tố & Giải Khát - Đường Số 11,https://images.foody.vn/res/g100003/1000029999/prof/s280x175/foody-upload-api-foody-mobile-ca-d6dea159-230403101540.jpeg,https://shopeefood.vn/ho-chi-minh/lan-rung-sinh-to-giai-khat-duong-so-11.mdk81k,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"105 Đường Số 11, P.Tăng Nhơn Phú B, Thành Phố Thủ Đức, TP. HCM",Giảm hết 10%
581,Nước Sâm Thảo - 133 Nguyễn Thiện Thuật,https://images.foody.vn/res/g69/681562/prof/s280x175/file_restaurant_photo_1tkg_16330-531275d6-211001164716.jpg,https://shopeefood.vn/ho-chi-minh/nuoc-sam-thao-133-nguyen-thien-thuat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"133 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",Giảm hết 10%
582,Cà Phê Phố Cổ - Đường C1,https://images.foody.vn/res/g111/1108339/prof/s280x175/foody-upload-api-foody-mobile-fi-eddb2bff-210930181619.jpeg,https://shopeefood.vn/ho-chi-minh/ca-phe-pho-co-duong-c1,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"14 Đường C1, P. 13, Tân Bình, TP. HCM",Giảm hết 10%
583,Sudo - Bắp Xào Trứng Muối & Ăn Vặt Xiên Que,https://images.foody.vn/res/g103/1023892/prof/s280x175/file_restaurant_photo_jhdc_16343-35b283b0-211016225551.jpg,https://shopeefood.vn/ho-chi-minh/sudo-bap-xao-trung-muoi-an-vat-xien-que,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"435/47/12C Huỳnh Tấn Phát, P. Tân Thuận Đông, Quận 7, TP. HCM",Giảm món
584,Saru - Nem Nướng Đà Lạt,https://images.foody.vn/res/g8/77418/prof/s280x175/foody-upload-api-foody-mobile-4-190513091720.jpg,https://shopeefood.vn/ho-chi-minh/saru-nem-nuong-da-lat,,Đây là 1 trong những Merchants được đánh giá cao trong ShopeeFood,"127 Đường 30, KDC Tân Quy Đông, Quận 7, TP. HCM",Giảm món
